Date_Index,Price_Level
2016-09,34526.68631451634
2016-10,154367.13632538175
2016-11,208757.28617643725
2016-12,225495.92202783882
2017-01,585579.4001638289
2017-02,1056918.9332730856
2017-03,1510418.770477593
2017-04,1438910.1235776313
2017-05,1348092.069339446
2017-06,1307125.900502552
2017-07,1865931.3660261685
2017-08,1936259.8280219496
2017-09,1903183.09446218
2017-10,1881523.5351736292
2017-11,1816809.0811396851
2017-12,1789653.9998649128
2018-01,1790441.521564368
2018-02,1742625.9705618254
2018-03,1751185.2687775404
2018-04,1756089.6257628293
2018-05,1735872.8066581893
2018-06,1668266.8096962434
2018-07,1589978.8303916897
2018-08,1588320.4868160754
2018-09,1594134.4338680755
2018-10,1590660.6855880755
2018-11,1587847.4083618924
2018-12,1574481.2548898924
2019-01,1556990.6207914925
2019-02,1576785.9539451124
2019-03,1569213.8692648215
2019-04,1588472.0846856216
2019-05,1617393.0564150615
2019-06,1661072.6616926615
2019-07,1706410.761462659
2019-08,1946783.096018722
2019-09,1939706.528102722
2019-10,1882365.159743842
2019-11,1997755.474127686
2019-12,1987670.320847686
2020-01,1982540.056847686
2020-02,1993224.438783686
2020-03,1968408.1365804859
2020-04,3458226.18934801
2020-05,3480765.52028161
2020-06,2499871.4277857165
2020-07,2516089.9498232687
2020-08,2458818.5500016795
2020-09,3990445.3695785617
2020-10,3998026.0086533395
2020-11,4026483.9503993993
2020-12,4026375.200999399
2021-01,4028437.90177649
2021-02,4042989.8704006895
2021-03,6370966.360392245
2021-04,9459272.709558714
2021-05,11717229.499345366
2021-06,11450380.387226757
2021-07,18916930.188041948
2021-08,50565723.26935159
2021-09,93354651.56675945
2021-10,98328368.39512606
2021-11,100370590.19551961
2021-12,101423166.14259234
2022-01,118333919.4275899
2022-02,115177360.4720311
2022-03,114998262.55014002
2022-04,116066285.48017994
2022-05,116599420.4265811
2022-06,115434146.34543131
